"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Platinum","58130","0x4b3aebd3ee185b98369549a7b6484a43f737a3d6","Japengnese","10","37","yes","https://portal.abs.xyz/profile/0x4b3aebd3ee185b98369549a7b6484a43f737a3d6"
"Platinum","58294","0x8333e87384fb84e1a545151912e02d507bc97d42","haiku","11","20","yes","https://portal.abs.xyz/profile/0x8333e87384fb84e1a545151912e02d507bc97d42"
"Platinum","58304","0x4743da8f643290fc9a4a4366773c5112e15a0991","impengu","10","35","no","https://portal.abs.xyz/profile/0x4743da8f643290fc9a4a4366773c5112e15a0991"
"Platinum","58308","0x8111545c1781d14b00ff5086d5ba805ccad02e70","jam","10","24","yes","https://portal.abs.xyz/profile/0x8111545c1781d14b00ff5086d5ba805ccad02e70"
"Platinum","58615","0x1c70904fe2da95842c779ac9099b2faa111491b9","yyvvoo","10","34","yes","https://portal.abs.xyz/profile/0x1c70904fe2da95842c779ac9099b2faa111491b9"
"Platinum","58658","0x0a46cd27785ee8aa792e699042c4cb060e385fc8","CDOTCRYPT0","10","34","no","https://portal.abs.xyz/profile/0x0a46cd27785ee8aa792e699042c4cb060e385fc8"
"Platinum","58911","0x5ebc57dc8c47012a26cfe341bb0bfa226745ebed","Rolzs","10","25","no","https://portal.abs.xyz/profile/0x5ebc57dc8c47012a26cfe341bb0bfa226745ebed"
"Platinum","58920","0xcc8c974fe24dbbe65593f2296445d45f92867b1d","Mindefy","11","34","yes","https://portal.abs.xyz/profile/0xcc8c974fe24dbbe65593f2296445d45f92867b1d"
"Platinum","58933","0x6fd788272fbaa7254098e37c6490800c883f845e","SlavicViking","10","33","yes","https://portal.abs.xyz/profile/0x6fd788272fbaa7254098e37c6490800c883f845e"
"Platinum","59039","0xbd461964971e23dfd58eb41390e1a3d46e6ab409","Darkwing","10","20","no","https://portal.abs.xyz/profile/0xbd461964971e23dfd58eb41390e1a3d46e6ab409"
"Platinum","59061","0xcf7f60b3f7e3cc3f6aaa9d22653bd84ae41c997a","cham","10","12","no","https://portal.abs.xyz/profile/0xcf7f60b3f7e3cc3f6aaa9d22653bd84ae41c997a"
"Platinum","59129","0x2ec98a3185ab60eb381d17f0574eed028b2ff718","FireflyDegen","10","38","yes","https://portal.abs.xyz/profile/0x2ec98a3185ab60eb381d17f0574eed028b2ff718"
"Platinum","59172","0xb54c8bd56fe7f7a3ec64e3bdb2e5797a021dde21","RProuty","11","22","no","https://portal.abs.xyz/profile/0xb54c8bd56fe7f7a3ec64e3bdb2e5797a021dde21"
"Platinum","59223","0x400fb3d869714e8a18fca50bebaedcf0a84a4c9c","Wc3nte","10","27","no","https://portal.abs.xyz/profile/0x400fb3d869714e8a18fca50bebaedcf0a84a4c9c"
"Platinum","59369","0xe0f56eaa9d04afbff30d841d225f49e39b3a4ce3","AraGun","10","34","yes","https://portal.abs.xyz/profile/0xe0f56eaa9d04afbff30d841d225f49e39b3a4ce3"
"Platinum","59398","0x1f9bf47d6817f5a55358724787f23857c56c6b3c","csizzolt","10","37","yes","https://portal.abs.xyz/profile/0x1f9bf47d6817f5a55358724787f23857c56c6b3c"
"Platinum","59702","0x2260ac1fcdc0b4f1d029bf97b476db6e8c4238e9","ChristIsLord","10","33","no","https://portal.abs.xyz/profile/0x2260ac1fcdc0b4f1d029bf97b476db6e8c4238e9"
"Platinum","59776","0x460899be264389349b7c792d4cf9edc219da0d6d","lif","10","36","yes","https://portal.abs.xyz/profile/0x460899be264389349b7c792d4cf9edc219da0d6d"
"Platinum","59969","0xc8f8eb7d7ad2150e3f57e469ca0a4aa78a981079","BillP","10","41","yes","https://portal.abs.xyz/profile/0xc8f8eb7d7ad2150e3f57e469ca0a4aa78a981079"
"Platinum","60124","0xcc862ff49b45b7ba319dc716c0084064b73e4426","YNH","10","29","yes","https://portal.abs.xyz/profile/0xcc862ff49b45b7ba319dc716c0084064b73e4426"
"Platinum","60393","0xe8c14aed71936f98bea2c0e14db710955f418081","andrenik","10","17","no","https://portal.abs.xyz/profile/0xe8c14aed71936f98bea2c0e14db710955f418081"
"Platinum","60832","0x44ccc2f37f633600483838ab954ff28adc685348","keepGambling","10","12","no","https://portal.abs.xyz/profile/0x44ccc2f37f633600483838ab954ff28adc685348"
"Platinum","61033","0x64ae452c267dfb5807c549d62550b7f1952f520b","0x64ae452c267dfb5807c549d62550b7f1952f520b","11","20","no","https://portal.abs.xyz/profile/0x64ae452c267dfb5807c549d62550b7f1952f520b"
"Platinum","61285","0xeccef505a0deedb2bd6ca21ec5c164abea6127a4","0xeccef505a0deedb2bd6ca21ec5c164abea6127a4","11","20","no","https://portal.abs.xyz/profile/0xeccef505a0deedb2bd6ca21ec5c164abea6127a4"
"Platinum","61384","0xd7ca3dec980efdbd7fd8301bb76e8d1a0578a181","inoves","11","40","no","https://portal.abs.xyz/profile/0xd7ca3dec980efdbd7fd8301bb76e8d1a0578a181"
